Reporte Valor Cuota,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Fecha y Hora de generaci󮺠04/07/2024 02:28:21 p.m.,,,,,,,,,,,,,,,,
Fondo: FONDO OPERATIVO,,,,,,,,,,,,,,,,
Fecha Inicio: 1 de Enero del 2019,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Tipo Fondo,Fondo Mutuo,Administradora,Fec. Inicio Operación,Moneda Cuota,Valor Cuota,Variacion desde el Inicio del 2019,Rentabilidad(A) 2018,Rentabilidad(A) 2017,Rentabilidad(A) 2016,Rentabilidad(A) 2015,Rentabilidad(A) 2014,Patrimonio S/.,Patrimonio %,Partícipes N,Partícipes %,Inf. Atrasada
29 - Flexible,BBVA Renta $ 2A CONTINENTAL FM,CONTINENTAL FM,6/4/17,$,103.5030418,0.01%,1.95%,1.43%,,,,"93,262,030.48",0.31%,311,0.07%,1/1/19
29 - Flexible,BBVA Renta $ 2A II CONTINENTAL FM,CONTINENTAL FM,1/3/18,$,101.9726999,0.01%,1.84%,,,,,"27,991,614.85",0.09%,81,0.02%,1/1/19
29 - Flexible,BBVA Super $ III CONTINENTAL FM,CONTINENTAL FM,7/6/18,$,101.5691642,0.01%,1.33%,,,,,"33,350,460.24",0.11%,176,0.04%,1/1/19
29 - Flexible,BBVA SUPER $ 4 CONTINENTAL FM,CONTINENTAL FM,29/08/2018,$,101.0765417,0.01%,0.86%,,,,,"101,447,435.56",0.34%,262,0.06%,1/1/19
29 - Flexible,BBVA SÚPER $ 5 CONTINENTAL FM,CONTINENTAL FM,20/12/2018,$,100.4085357,0.01%,0.10%,,,,,"143,020,503.91",0.48%,452,0.10%,1/1/19
29 - Flexible,CRED. MULTIESTRATEGIA CREDIFONDO SAF,CREDIFONDO SAF,26/10/2012,S/.,91.9800601,0.01%,-12.13%,16.98%,52.49%,-31.50%,-4.98%,"23,716,559.05",0.08%,266,0.06%,1/1/19
29 - Flexible,FARO DEUDA GLOBAL FARO CAPITAL SAFI,FARO CAPITAL SAFI,29/05/2018,$,0,,,,,,,"76,997,988.87",0.26%,62,0.01%,1/1/19
29 - Flexible,FARO CAPITAL SAFI-FARO DEUDA GLOBAL SERIE A,FARO CAPITAL SAFI,29/05/2018,$,100.3908581,0.00%,0.39%,,,,,,,7,0.00%,1/1/19
29 - Flexible,FARO CAPITAL SAFI-FARO DEUDA GLOBAL SERIE B,FARO CAPITAL SAFI,29/05/2018,$,100.2564459,0.00%,0.25%,,,,,,,5,0.00%,1/1/19
29 - Flexible,FARO CAPITAL SAFI-FARO DEUDA GLOBAL SERIE C,FARO CAPITAL SAFI,29/05/2018,$,99.99918563,0.00%,-0.03%,,,,,,,50,0.01%,1/1/19
29 - Flexible,IF INVERSION GLOBAL INTERFONDO,INTERFONDO,26/01/2015,$,46.4285,-0.01%,-8.80%,6.99%,-2.09%,-2.82%,,"1,793,363.90",0.01%,48,0.01%,1/1/19
29 - Flexible,IF OPORTUNIDAD INTERFONDO,INTERFONDO,6/12/13,$,52.0962,0.01%,1.00%,1.41%,0.71%,0.61%,0.24%,"241,928,077.33",0.81%,"3,235.00",0.73%,1/1/19
29 - Flexible,IF OPORTUNIDAD SOLES INTERFONDO,INTERFONDO,16/11/2012,S/.,123.9523,0.01%,2.19%,4.27%,4.04%,3.88%,3.29%,"363,486,063.68",1.22%,"10,773.00",2.44%,1/1/19
29 - Flexible,IF Portafolio Dinámico INTERFONDO,INTERFONDO,28/12/2017,$,55.9351,0.00%,11.58%,0.07%,,,,"9,928,821.09",0.03%,110,0.02%,1/1/19
29 - Flexible,SCOT. FONDO RENTA LATAM 4Y II SCOTIA FONDOS,SCOTIA FONDOS,8/8/16,$,10.92091937,0.01%,3.03%,4.42%,1.35%,,,"38,111,150.52",0.13%,66,0.01%,1/1/19
29 - Flexible,SCOTIA DEPÓSITO DISPONIBLE S/. SCOTIA FONDOS,SCOTIA FONDOS,16/08/2011,S/.,12.73858449,0.01%,2.68%,3.82%,4.20%,3.37%,3.04%,"950,571,015.39",3.18%,"27,486.00",6.23%,1/1/19
29 - Flexible,SCOTIA FONDO CASH $ SCOTIA FONDOS,SCOTIA FONDOS,7/3/01,$,15.76863468,0.01%,1.57%,1.46%,0.99%,0.48%,0.26%,"849,690,377.55",2.84%,"6,700.00",1.52%,1/1/19
29 - Flexible,SCOTIA FONDO CASH S/. SCOTIA FONDOS,SCOTIA FONDOS,21/06/2001,S/.,20.40774496,0.01%,2.69%,4.38%,4.62%,3.51%,3.48%,"712,591,459.01",2.39%,"17,747.00",4.03%,1/1/19
29 - Flexible,SCOTIA FONDO PREMIUM $ SCOTIA FONDOS,SCOTIA FONDOS,2/7/96,$,23.52832949,0.01%,0.37%,2.28%,1.70%,-0.66%,1.16%,"226,791,798.54",0.76%,"4,386.00",0.99%,1/1/19
29 - Flexible,SCOTIA FONDO PREMIUM S/. SCOTIA FONDOS,SCOTIA FONDOS,17/04/2007,S/.,15.34010859,0.01%,-0.62%,6.08%,4.18%,2.65%,4.38%,"140,283,594.96",0.47%,"4,501.00",1.02%,1/1/19
29 - Flexible,SCOTIA FONDO RENTA LATAM 6Y SCOTIA FONDOS,SCOTIA FONDOS,8/7/16,$,11.02563122,0.01%,2.96%,6.91%,-0.01%,,,"25,148,715.35",0.08%,53,0.01%,1/1/19
29 - Flexible,SCOTIA FONDO RENTA S/. 5 AÑOS SCOTIA FONDOS,SCOTIA FONDOS,8/7/16,S/.,12.09571594,0.02%,4.33%,11.84%,3.06%,,,"29,918,650.68",0.10%,91,0.02%,1/1/19
29 - Flexible,SCOTIA RENTA $ 2Y III SCOTIA FONDOS,SCOTIA FONDOS,5/4/17,$,10.55947275,0.01%,2.35%,3.10%,,,,"66,815,658.46",0.22%,148,0.03%,1/1/19
29 - Flexible,SCOTIA RENTA DÓLARES 2Y II SCOTIA FONDOS,SCOTIA FONDOS,19/12/2016,$,10.46182397,0.01%,2.52%,1.92%,0.01%,,,"35,978,229.28",0.12%,40,0.01%,1/1/19
29 - Flexible,SCOTIA RENTA SOLES 4.5Y SCOTIA FONDOS,SCOTIA FONDOS,10/10/16,S/.,11.73950159,0.01%,2.57%,13.99%,-0.08%,,,"15,424,000.34",0.05%,50,0.01%,1/1/19
29 - Flexible,SURA RENTA PERIODICA I $ FONDOS SURA SAF,FONDOS SURA SAF,31/07/2018,$,98.8922475,0.01%,-1.12%,,,,,"38,963,045.15",0.13%,191,0.04%,1/1/19
29 - Flexible,SURA RENTA PERIÓDICA I S/ FONDOS SURA SAF,FONDOS SURA SAF,10/12/18,S/.,98.1801564,0.02%,,,,,,"27,158,496.07",0.09%,85,0.02%,1/1/19
30 - Fondo de Fondos,CRED CAP. INVESTMENT GRADE CREDIFONDO SAF,CREDIFONDO SAF,4/9/18,$,99.69270907,0.00%,-0.46%,,,,,"85,611,195.11",0.29%,317,0.07%,1/1/19
30 - Fondo de Fondos,CRED CAP VISION I CREDIFONDO SAF,CREDIFONDO SAF,8/2/16,$,107.7048316,0.00%,-4.83%,6.49%,6.24%,,,"218,201,438.24",0.73%,"1,244.00",0.28%,1/1/19
30 - Fondo de Fondos,CRED CAP VISION III CREDIFONDO SAF,CREDIFONDO SAF,10/2/16,$,110.769005,0.00%,-10.68%,15.31%,7.48%,,,"47,657,238.26",0.16%,443,0.10%,1/1/19
30 - Fondo de Fondos,CRED. DEUDA GLOBAL CREDIFONDO SAF,CREDIFONDO SAF,25/03/2013,$,106.5836449,0.00%,-4.54%,5.83%,8.65%,-2.06%,2.21%,"67,214,771.62",0.22%,379,0.09%,1/1/19
